Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry
OTRK,Ontrak Inc. Common Stock,$11.11,0.14,1.276%,212730369.00,United States,,514286,Health Care,Medical Specialities
OVID,Ovid Therapeutics Inc. Common Stock,$3.48,0.03,0.87%,236403346.00,United States,2017,186573,Health Care,Biotechnology: Pharmaceutical Preparations
OZK,Bank OZK Common Stock,$41.35,0.41,1.001%,5359477661.00,United States,,454447,Finance,Major Banks
PACB,Pacific Biosciences of California Inc. Common Stock,$28.47,-1.38,-4.623%,5665488377.00,United States,2010,1556534,Capital Goods,Biotechnology: Laboratory Analytical Instruments
PAE,PAE Incorporated Class A Common Stock,$6.44,0.17,2.711%,592741812.00,United States,2018,821429,Miscellaneous,Business Services
PAYX,Paychex Inc. Common Stock,$109.45,-0.85,-0.771%,39469904969.00,United States,1983,1442639,Miscellaneous,Business Services
PCAR,PACCAR Inc. Common Stock,$84.38,0.77,0.921%,29294490817.00,United States,,3453179,Capital Goods,Auto Manufacturing
PCH,PotlatchDeltic Corporation Common Stock,$51.28,-0.49,-0.946%,3438083804.00,United States,,443629,Consumer Services,Real Estate Investment Trusts
PDCO,Patterson Companies Inc. Common Stock,$31.86,-0.34,-1.056%,3100678920.00,United States,1992,1003141,Health Care,Medical Specialities
PEBO,Peoples Bancorp Inc. Common Stock,$30.96,0.08,0.259%,608770319.00,United States,,82687,Finance,Major Banks
PENN,Penn National Gaming Inc. Common Stock,$77.82,-1.99,-2.493%,12201342937.00,United States,1994,5603744,Consumer Services,Movies/Entertainment
PEP,PepsiCo Inc. Common Stock,$155.76,0.30,0.193%,215278225547.00,United States,,3367165,Consumer Non-Durables,Beverages (Production/Distribution)
PFBC,Preferred Bank Common Stock,$61.68,0.83,1.364%,922866276.00,United States,,43117,Finance,Major Banks
PFC,Premier Financial Corp. Common Stock,$29.77,0.25,0.847%,1106822819.00,United States,,84559,Finance,Savings Institutions
PFG,Principal Financial Group Inc Common Stock,$65.94,1.07,1.649%,17697907745.00,United States,2001,1250852,Finance,Specialty Insurers
PFHD,Professional Holding Corp. Class A Common stock,$18.55,0.05,0.27%,248922636.00,United States,2020,15783,Finance,Major Banks
PFIE,Profire Energy Inc. Common Stock,$1.05,-0.02,-1.869%,50650958.00,United States,,113280,Energy,Oil & Gas Production
PFLT,PennantPark Floating Rate Capital Ltd. Common Stock,$12.91,0.04,0.311%,500547475.00,United States,,224128,Finance,Finance/Investors Services
PFSW,PFSweb Inc. Common Stock,$12.93,-0.16,-1.222%,272824539.00,United States,1999,53004,Miscellaneous,Business Services
PINC,Premier Inc. Class A Common Stock,$38.59,-0.54,-1.38%,4738088806.00,United States,2013,916813,Health Care,Managed Health Care
PKOH,Park-Ohio Holdings Corp. Common Stock,$26.20,-1.21,-4.414%,332580756.00,United States,,22865,Capital Goods,Construction/Ag Equipment/Trucks
PLAY,Dave & Buster's Entertainment Inc. Common Stock,$36.26,0.41,1.144%,1749776158.00,United States,2014,2343717,Consumer Services,Restaurants
PLUG,Plug Power Inc. Common Stock,$24.21,0.05,0.207%,13905145396.00,United States,1999,19669137,Consumer Durables,Electrical Products
PLXP,PLx Pharma Inc. Common Stock,$17.58,-0.62,-3.407%,472730665.00,United States,2014,192633,Health Care,Biotechnology: Pharmaceutical Preparations
PLXS,Plexus Corp. Common Stock,$92.20,2.03,2.251%,2604679596.00,United States,,118611,Technology,Electrical Products
PMBC,Pacific Mercantile Bancorp Common Stock,$8.65,0.06,0.698%,206655247.00,United States,2000,20879,Finance,Major Banks
PNNT,PennantPark Investment Corporation Common Stock,$6.55,0.07,1.08%,439145438.00,United States,2007,290897,Finance,Finance/Investors Services
PNTG,The Pennant Group Inc. Common Stock ,$33.08,0.19,0.578%,938211950.00,United States,,61579,Health Care,Hospital/Nursing Management
PODD,Insulet Corporation Common Stock,$295.10,-1.32,-0.445%,20324678742.00,United States,2007,328749,Health Care,Medical/Dental Instruments
PPD,PPD Inc. Common Stock,$46.65,-0.04,-0.086%,16388859865.00,United States,2020,1260700,Health Care,Biotechnology: Pharmaceutical Preparations
PRAA,PRA Group Inc. Common Stock,$41.78,0.82,2.002%,1915051978.00,United States,2002,321030,Technology,Advertising
PTCT,PTC Therapeutics Inc. Common Stock,$41.60,-0.20,-0.478%,2937164880.00,United States,2013,249468,Health Care,Biotechnology: Pharmaceutical Preparations
PTEN,Patterson-UTI Energy Inc. Common Stock,$8.51,0.73,9.383%,1608721635.00,United States,1993,2868206,Energy,Oil & Gas Production
PTVE,Pactiv Evergreen Inc. Common stock,$11.40,-0.11,-0.956%,2019597894.00,United States,2020,147192,Consumer Durables,Containers/Packaging
PXLW,Pixelworks Inc.  Common Stock,$5.07,-0.52,-9.302%,265841480.00,United States,2000,5757146,Technology,Semiconductors
QDEL,Quidel Corporation Common Stock,$142.71,-6.72,-4.497%,5941411037.00,United States,,598204,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
QRTEA,Qurate Retail Inc. Series A Common Stock ,$10.41,0.04,0.386%,4239569188.00,United States,,3531869,Consumer Services,Catalog/Specialty Distribution
QUMU,Qumu Corporation Common Stock,$2.73,-0.03,-1.087%,48159226.00,United States,,231699,Technology,Retail: Computer Software & Peripheral Equipment
RBB,RBB Bancorp Common Stock,$24.44,0.05,0.205%,473002888.00,United States,2017,30316,Finance,Commercial Banks
RCMT,RCM Technologies Inc. Common Stock,$7.09,1.05,17.384%,78375909.00,United States,,684834,Consumer Services,Military/Government/Technical
RDFN,Redfin Corporation Common Stock,$48.93,1.14,2.385%,5133364906.00,United States,2017,893488,Finance,Real Estate
REAL,The RealReal Inc. Common Stock,$13.21,0.62,4.925%,1209607269.00,United States,2019,3693882,Consumer Services,Catalog/Specialty Distribution
REG,Regency Centers Corporation Common Stock,$68.06,1.82,2.748%,11561605860.00,United States,1993,602034,Consumer Services,Real Estate Investment Trusts
RGLD,Royal Gold Inc. Common Stock,$109.63,0.97,0.893%,7192507689.00,United States,,285523,,
RMR,The RMR Group Inc. Class A Common Stock,$34.31,1.08,3.25%,562956181.00,United States,,103646,Finance,Real Estate
ROIC,Retail Opportunity Investments Corp. Common Stock (MD),$17.75,0.49,2.839%,2154962997.00,United States,,654583,Consumer Services,Real Estate Investment Trusts
ROLL,RBC Bearings Incorporated Common Stock,$218.85,3.06,1.418%,5563332451.00,United States,2005,61959,Capital Goods,Metal Fabrications
ROOT,Root Inc. Class A Common Stock,$6.55,0.14,2.184%,1661705224.00,United States,2020,11484066,Finance,Property-Casualty Insurers
RRGB,Red Robin Gourmet Burgers Inc. Common Stock,$23.41,0.18,0.775%,367780136.00,United States,2002,217072,Consumer Services,Restaurants
RTLR,Rattler Midstream LP Common Units,$11.18,0.21,1.914%,1661253596.00,United States,2019,202406,Energy,Oilfield Services/Equipment
RUBY,Rubius Therapeutics Inc. Common Stock,$20.13,-0.84,-4.006%,1807148245.00,United States,2018,322103,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RUTH,Ruth's Hospitality Group Inc. Common Stock,$20.11,0.27,1.361%,700072920.00,United States,2005,240993,Consumer Services,Restaurants
RVSB,Riverview Bancorp Inc Common Stock,$7.26,0.13,1.823%,160499194.00,United States,,14797,Finance,Major Banks
RYTM,Rhythm Pharmaceuticals Inc. Common Stock,$13.07,0.09,0.693%,656473281.00,United States,2017,179368,Health Care,Biotechnology: Pharmaceutical Preparations
SAGE,Sage Therapeutics Inc. Common Stock,$45.31,0.12,0.266%,2664733252.00,United States,2014,372497,Health Care,Biotechnology: Pharmaceutical Preparations
SAIA,Saia Inc. Common Stock,$244.42,2.96,1.226%,6436824164.00,United States,,161246,Transportation,Trucking Freight/Courier Services
SANM,Sanmina Corporation Common Stock,$39.80,0.49,1.247%,2590777975.00,United States,1993,314798,Technology,Electrical Products
SATS,EchoStar  Corporation Common Stock,$25.89,0.42,1.649%,2302279771.00,United States,,287376,Technology,Radio And Television Broadcasting And Communications Equipment
SBBP,Strongbridge Biopharma plc Ordinary Shares,$2.20,-0.07,-3.084%,149223694.00,United States,2015,251500,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SBCF,Seacoast Banking Corporation of Florida Common Stock,$30.44,0.25,0.828%,1769264516.00,United States,,195438,Finance,Major Banks
SBGI,Sinclair Broadcast Group Inc. Class A Common Stock,$27.59,0.68,2.527%,2082764079.00,United States,1995,264651,Consumer Services,Broadcasting
SBRA,Sabra Health Care REIT Inc. Common Stock,$16.35,-0.01,-0.061%,3610474100.00,United States,,1375366,Consumer Services,Real Estate Investment Trusts
SBT,Sterling Bancorp Inc. Common Stock,$5.40,0.02,0.372%,272565977.00,United States,2017,23506,Finance,Savings Institutions
SCHN,Schnitzer Steel Industries Inc. Class A Common Stock,$44.67,-0.47,-1.041%,1229478765.00,United States,1993,345177,Basic Industries,Steel/Iron Ore
SCOR,comScore Inc. Common Stock,$3.97,-0.13,-3.171%,326296531.00,United States,2018,409652,Miscellaneous,Business Services
SCPL,SciPlay Corporation Class A Common Stock,$18.69,0.20,1.082%,456860248.00,United States,2019,687030,Technology,Computer Software: Prepackaged Software
SEER,Seer Inc. Class A Common Stock,$38.25,-5.15,-11.866%,2350633898.00,United States,2020,870516,Consumer Durables,Specialty Chemicals
SEIC,SEI Investments Company Common Stock,$59.72,0.33,0.556%,8425096224.00,United States,1981,436380,Finance,Investment Bankers/Brokers/Service
SESN,Sesen Bio Inc. Common Stock,$0.9381,-0.0319,-3.289%,183870058.00,United States,2014,10582012,Health Care,Biotechnology: Pharmaceutical Preparations
SFIX,Stitch Fix Inc. Class A Common Stock,$36.00,-0.48,-1.316%,3856630500.00,United States,2017,2928870,Consumer Services,Catalog/Specialty Distribution
SFM,Sprouts Farmers Market Inc. Common Stock,$22.98,-0.17,-0.734%,2624113684.00,United States,2013,1660157,Consumer Non-Durables,Specialty Foods
SGEN,Seagen Inc. Common Stock,$150.91,-0.60,-0.396%,27455735395.00,United States,2001,488625,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SHBI,Shore Bancshares Inc Common Stock,$17.57,0.02,0.114%,206500034.00,United States,,9068,Finance,Major Banks
SHEN,Shenandoah Telecommunications Co Common Stock,$29.55,0.19,0.647%,1476470212.00,United States,,244482,Public Utilities,Telecommunications Equipment
SHOO,Steven Madden Ltd. Common Stock,$39.03,-0.52,-1.315%,3198361864.00,United States,1993,858642,Consumer Non-Durables,Shoe Manufacturing
SIC,Select Interior Concepts Inc. Class A Common Stock,$14.40,0.01,0.069%,365299646.00,United States,,88018,Capital Goods,Homebuilding
SILK,Silk Road Medical Inc. Common Stock,$56.75,-4.69,-7.633%,1968305366.00,United States,2019,479233,Health Care,Medical/Dental Instruments
SIVB,SVB Financial Group Common Stock,$602.21,10.61,1.793%,35327748744.00,United States,,487928,Finance,Major Banks
SLAB,Silicon Laboratories Inc. Common Stock,$145.57,1.41,0.978%,6516308145.00,United States,2000,411902,Technology,Semiconductors
SLDB,Solid Biosciences Inc. Common Stock,$2.67,-0.07,-2.555%,294492969.00,United States,2018,240134,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SLP,Simulations Plus Inc. Common Stock,$44.14,-0.70,-1.561%,888666471.00,United States,,91566,Technology,Computer Software: Prepackaged Software
SMMF,Summit Financial Group Inc. Common Stock,$24.04,0.40,1.692%,311655930.00,United States,,10622,Finance,Major Banks
SMPL,The Simply Good Foods Company Common Stock,$35.10,-0.07,-0.199%,3361878386.00,United States,,232517,Consumer Non-Durables,Packaged Foods
SNBR,Sleep Number Corporation Common Stock,$94.50,3.07,3.358%,2232279000.00,United States,,309910,Consumer Durables,Home Furnishings
SNSE,Sensei Biotherapeutics Inc. Common Stock,$11.52,0.52,4.727%,352379462.00,United States,2021,98229,Health Care,Biotechnology: Pharmaceutical Preparations
SOHO,Sotherly Hotels Inc. Common Stock,$2.56,0.08,3.226%,42797972.00,United States,,102012,Consumer Services,Real Estate Investment Trusts
SONM,Sonim Technologies Inc. Common Stock,$0.5611,-0.0509,-8.317%,47783942.00,United States,2019,23562717,Capital Goods,Telecommunications Equipment
SOTK,Sono-Tek Corporation Common Stock,$3.45,0.0101,0.294%,53498112.00,United States,,24747,Capital Goods,Industrial Machinery/Components
SQFT,Presidio Property Trust Inc. Class A Common Stock,$3.80,-0.04,-1.042%,39931779.00,United States,2020,101283,Consumer Services,Real Estate Investment Trusts
SRCE,1st Source Corporation Common Stock,$45.76,0.24,0.527%,1144283575.00,United States,,48400,Finance,Major Banks
SRCL,Stericycle Inc. Common Stock,$70.40,-0.51,-0.719%,6466537440.00,United States,1996,303897,Public Utilities,Environmental Services
SRPT,Sarepta Therapeutics Inc. Common Stock (DE),$81.84,1.37,1.702%,6534486483.00,United States,,616398,Health Care,Biotechnology: Pharmaceutical Preparations
SSB,SouthState Corporation Common Stock,$67.10,0.58,0.872%,4700183761.00,United States,,342026,Finance,Major Banks
SSNC,SS&C Technologies Holdings Inc. Common Stock,$72.04,0.18,0.25%,18388710966.00,United States,2010,842881,Technology,EDP Services
SSYS,Stratasys Ltd. Ordinary Shares (Israel),$22.80,-0.63,-2.689%,1491028800.00,United States,1994,838893,Technology,Computer peripheral equipment
STBA,S&T Bancorp Inc. Common Stock,$28.24,0.41,1.473%,1111088341.00,United States,,118051,Finance,Major Banks
STEP,StepStone Group Inc. Class A Common Stock,$46.28,0.11,0.238%,1866747211.00,United States,2020,321263,Finance,Finance/Investors Services
STFC,State Auto Financial Corporation Common Stock,$51.24,0.24,0.471%,2266216741.00,United States,1991,90007,Finance,Property-Casualty Insurers
STRA,Strategic Education Inc. Common Stock,$73.46,-1.99,-2.638%,1808043359.00,United States,1996,250321,Miscellaneous,Service to the Health Industry
SUMO,Sumo Logic Inc. Common Stock,$18.99,0.78,4.283%,2050892730.00,United States,2020,1682011,Technology,Retail: Computer Software & Peripheral Equipment
SVC,Service Properties Trust Common Stock,$11.19,0.59,5.566%,1844758267.00,United States,,1082777,Consumer Services,Real Estate Investment Trusts
SWBI,Smith & Wesson Brands Inc. Common Stock,$20.88,-0.22,-1.043%,1003365996.00,United States,,877461,Consumer Non-Durables,Ordnance And Accessories
SYBT,Stock Yards Bancorp Inc. Common Stock,$54.02,0.93,1.752%,1436263232.00,United States,,73865,Finance,Major Banks
TBIO,Translate Bio Inc. Common Stock,$37.36,-0.05,-0.134%,2823919635.00,United States,2018,1350951,Consumer Durables,Specialty Chemicals
TBK,Triumph Bancorp Inc. Common Stock,$82.07,-0.13,-0.158%,2061050337.00,United States,2014,108782,Finance,Major Banks
TCBI,Texas Capital Bancshares Inc. Common Stock,$58.19,1.60,2.827%,2944285807.00,United States,2003,410800,Finance,Major Banks
TCBK,TriCo Bancshares Common Stock,$40.38,0.45,1.127%,1199767895.00,United States,,112198,Finance,Major Banks
TELL,Tellurian Inc. Common Stock,$3.22,0.33,11.419%,1515717450.00,United States,,16132452,Energy,Oil & Gas Production
TIG,Trean Insurance Group Inc. Common Stock,$10.36,0.11,1.073%,530161024.00,United States,2020,48505,,
TILE,Interface Inc. Common Stock,$14.52,0.30,2.11%,857477685.00,United States,,186517,,
TLIS,Talis Biomedical Corporation Common Stock,$7.75,0.05,0.649%,413412513.00,United States,2021,133431,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TMDX,TransMedics Group Inc. Common Stock,$30.85,-0.89,-2.804%,853836931.00,United States,2019,155729,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
