,headline_polarity,convo_polarity,beta,profitMargins,forwardEps,bookValue,heldPercentInstitutions,shortRatio,shortPercentOfFloat,Prediction
1472,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1473,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1474,0.09,0.19,1.32,0.0,-1.13,1.54,0.85,5.21,0.12,Buy
1475,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1476,0.09,0.19,0.72,-0.15,0.73,4.14,0.22,8.97,0.06,Buy
1477,0.09,0.19,1.12,0.0,-2.44,6.81,0.9,13.03,0.09,Buy
1478,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1479,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1480,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1481,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1482,0.09,0.19,2.77,-0.2,-0.06,1.22,0.15,1.52,0.02,Buy
1483,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1484,0.09,0.19,1.47,0.0,-0.6,0.69,0.22,1.34,0.04,Buy
1485,0.12,0.23,1.73,-0.11,0.24,6.8,0.97,6.99,0.13,Buy
1486,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1487,0.07,0.69,0.95,0.02,17.44,67.6,0.97,5.3,0.07,Buy
1488,0.05,0.14,1.57,-0.28,0.74,11.99,0.78,1.61,0.04,Buy
1489,0.09,0.19,1.03,0.13,10.09,28.95,1.05,7.88,0.06,Buy
1490,0.09,0.19,0.8,0.04,2.02,139.65,0.39,2.81,0.06,Buy
1491,0.09,0.19,1.26,0.25,1.89,-4.36,0.01,0.13,0.06,Buy
1492,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1493,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1494,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1495,0.09,0.19,0.49,-0.1,2.51,23.03,1.01,5.86,0.03,Buy
1496,0.09,0.19,1.3,0.25,0.59,1.87,0.99,6.64,0.09,Buy
1497,0.09,0.19,0.5,0.0,-1.27,1.3,0.51,9.15,0.18,Buy
1498,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1499,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1500,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1501,0.09,0.19,1.73,-0.11,-0.3,34.76,0.32,5.43,0.06,Buy
1502,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1503,0.14,0.51,0.63,0.13,1.72,17.1,0.45,3.07,0.03,Buy
1504,0.09,0.19,1.38,0.04,2.19,17.71,0.65,5.36,0.02,Buy
1505,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1506,0.09,0.19,3.04,-1.98,-0.39,2.13,0.2,1.99,0.08,Buy
1507,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1508,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1509,0.09,0.19,1.89,0.06,2.57,6.13,0.77,6.42,0.26,Buy
1510,0.06,0.43,1.19,0.37,20.7,25.35,0.9,2.44,0.02,Buy
1511,0.09,0.19,1.33,0.21,5.41,15.7,0.99,4.46,0.09,Buy
1512,0.09,0.19,1.73,-0.42,-0.19,-10.41,0.28,3.01,0.02,Buy
1513,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1514,0.09,0.19,1.73,-0.08,0.09,1.03,1.19,5.6,0.29,Buy
1515,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1516,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1517,0.09,0.19,1.73,0.05,0.28,0.17,0.43,1.88,0.06,Buy
1518,0.09,0.19,1.83,0.07,1.43,11.85,0.93,3.26,0.01,Buy
1519,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1520,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1521,0.09,0.19,1.73,0.0,-4.03,10.1,0.81,8.41,0.07,Buy
1522,0.09,0.19,1.73,0.05,1.4,5.66,0.21,4.23,0.02,Buy
1523,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1524,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1525,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1526,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1527,0.09,0.19,1.7,0.0,-0.64,-0.13,0.06,0.28,0.02,Buy
1528,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1529,0.09,0.19,1.73,-0.9,-2.15,5.7,0.68,3.95,0.04,Buy
1530,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1531,0.09,0.19,0.32,0.0,-1.23,2.7,0.6,5.16,0.05,Buy
1532,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1533,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1534,0.09,0.19,2.49,-0.08,0.58,7.05,0.93,5.94,0.02,Buy
1535,0.09,0.19,0.75,-0.57,0.61,12.14,1.02,5.66,0.05,Buy
1536,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1537,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1538,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1539,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1540,0.49,0.23,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1541,0.53,0.32,1.04,0.83,11.44,64.19,0.94,7.24,0.04,Buy
1542,0.09,0.19,1.73,0.0,-0.86,-321.11,0.66,1.27,0.06,Buy
1543,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1544,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1545,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1546,0.09,0.19,1.73,0.0,-0.3,2.56,0.23,3.97,0.06,Buy
1547,0.15,0.19,1.73,0.09,0.9,-1.4,0.98,10.14,0.45,Buy
1548,0.09,0.19,0.81,-1.26,-1.3,-0.27,0.26,2.56,0.05,Buy
1549,0.09,0.19,1.73,-0.17,-0.34,4.13,0.77,4.51,0.07,Buy
1550,0.05,0.06,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1551,0.09,0.19,1.09,0.19,4.02,47.16,0.97,14.19,0.14,Buy
1552,0.09,0.19,1.35,0.13,2.95,4.18,0.62,1.91,0.06,Buy
1553,0.09,0.19,0.45,0.05,6.91,51.13,0.97,4.25,0.04,Buy
1554,0.09,0.19,1.73,-0.04,0.06,32.44,0.19,4.43,0.06,Buy
1555,0.09,0.19,1.61,0.0,-1.96,2.51,0.6,0.11,0.06,Buy
1556,0.09,0.19,1.73,0.0,-0.62,848.95,0.17,3.04,0.06,Buy
1557,0.09,0.19,0.98,0.18,0.65,3.62,0.68,3.08,0.01,Buy
1558,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1559,0.08,0.21,0.93,0.23,6.67,27.02,0.96,11.57,0.09,Buy
1560,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1561,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1562,0.06,0.16,1.64,0.07,3.84,19.84,1.0,3.04,0.02,Buy
1563,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1564,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1565,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1566,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1567,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1568,0.09,0.19,0.67,0.75,0.53,3.92,0.14,0.26,0.0,Buy
1569,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1570,0.38,0.11,1.73,0.3,6.84,32.53,1.04,1.99,0.02,Buy
1571,0.09,0.19,2.28,0.09,1.67,7.74,1.01,6.65,0.2,Buy
1572,0.09,0.19,0.5,0.0,0.19,0.41,0.11,8.27,0.04,Buy
1573,0.2,0.07,1.17,0.07,9.12,19.38,0.96,2.17,0.02,Buy
1574,0.09,0.19,1.73,0.19,1.15,0.77,0.82,4.48,0.05,Buy
1575,0.09,0.19,1.17,-0.22,-1.02,3.78,1.04,24.4,0.26,Buy
1576,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1577,0.09,0.19,0.48,0.0,-0.54,0.5,0.33,0.89,0.17,Buy
1578,0.09,0.19,0.04,0.0,-0.59,1.52,0.42,3.86,0.02,Buy
1579,0.11,0.3,1.26,0.27,36.27,41.33,0.86,1.83,0.02,Buy
1580,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1581,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1582,0.09,0.19,1.01,0.15,1.12,2.91,1.02,4.56,0.03,Buy
1583,0.35,0.36,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1584,0.33,0.36,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1585,0.09,0.19,1.73,0.0,-1.43,3.2,0.47,7.72,0.06,Buy
1586,0.09,0.19,1.98,-0.06,0.51,1.58,0.26,0.75,0.01,Buy
1587,0.23,0.27,1.3,0.15,9.03,20.57,0.87,2.23,0.02,Buy
1588,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1589,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1590,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1591,0.09,0.19,1.73,0.0,-1.9,4.48,0.63,1.99,0.01,Buy
1592,0.09,0.19,0.9,0.19,2.08,38.51,0.37,1.43,0.06,Buy
1593,0.09,0.19,1.73,0.0,-1.29,4.28,0.31,7.93,0.03,Buy
1594,-0.1,-0.21,2.06,-0.65,0.7,4.07,0.87,6.37,0.1,Buy
1595,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1596,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1597,0.15,0.09,1.73,0.17,2.1,3.77,1.0,2.89,0.02,Buy
1598,0.09,0.19,1.73,0.17,0.58,-0.23,0.52,4.56,0.06,Buy
1599,0.09,0.19,4.55,-0.78,4.16,5.83,0.36,1.66,0.16,Buy
1600,0.0,0.17,0.78,0.19,4.3,26.62,0.85,6.78,0.04,Buy
1601,0.09,0.19,1.73,-1.0,-0.56,4.6,0.66,7.62,0.26,Buy
1602,0.15,0.13,1.52,0.16,1.37,3.8,1.0,8.52,0.1,Buy
1603,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1604,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1605,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1606,0.09,0.19,1.71,0.0,-0.73,1.49,0.29,3.05,0.04,Buy
1607,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1608,0.09,0.19,1.88,0.0,-0.99,2.97,0.16,4.43,0.02,Buy
1609,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1610,0.09,0.19,1.73,0.0,2.95,0.66,0.61,7.69,0.06,Buy
1611,0.13,0.39,1.64,0.08,4.63,10.07,1.79,3.05,0.03,Buy
1612,0.09,0.19,1.9,-0.28,0.0,1.21,0.66,12.13,0.03,Buy
1613,0.09,0.19,3.85,0.0,-1.37,1.1,0.93,4.67,0.16,Buy
1614,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1615,0.26,0.16,0.63,-0.41,-0.74,10.19,0.9,6.23,0.09,Buy
1616,0.09,0.19,1.13,0.0,-14.48,16.3,0.85,12.14,0.13,Buy
1617,-0.05,0.07,0.69,0.15,3.12,19.68,0.78,1.67,0.01,Buy
1618,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1619,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1620,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1621,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1622,0.09,0.19,1.95,-0.18,-0.07,-0.07,0.59,1.74,0.03,Buy
1623,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1624,0.09,0.19,1.5,-1.98,-0.23,0.37,0.72,25.52,0.08,Buy
1625,0.09,0.19,1.55,-0.0,7.41,1.63,0.83,3.17,0.02,Buy
1626,0.09,0.19,2.99,0.07,1.08,13.78,0.67,2.96,0.03,Buy
1627,0.09,0.19,2.88,0.01,1.51,10.18,0.31,5.77,0.01,Buy
1628,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1629,0.09,0.19,2.28,0.06,0.89,6.77,0.65,7.04,0.09,Buy
1630,0.09,0.19,2.2,-1.09,-2.64,5.31,0.96,4.52,0.05,Buy
1631,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1632,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1633,0.09,0.19,1.21,0.0,-1.94,4.64,0.64,6.64,0.01,Buy
1634,0.09,0.19,0.86,-1.98,0.06,1.29,0.1,5.96,0.09,Buy
1635,0.15,0.14,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1636,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1637,0.09,0.19,2.02,0.0,-3.34,3.14,0.79,4.58,0.05,Buy
1638,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1639,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1640,0.09,0.19,0.38,0.1,0.9,4.28,0.7,8.28,0.08,Buy
1641,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1642,0.11,0.3,1.48,0.18,12.01,49.16,0.97,2.79,0.02,Buy
1643,0.09,0.19,1.73,-2.28,0.3,-55.43,1.4,0.42,0.01,Buy
1644,0.09,0.19,1.31,0.01,3.44,22.26,1.01,4.54,0.03,Buy
1645,0.09,0.19,1.22,0.03,2.4,17.65,0.96,7.51,0.04,Buy
1646,0.09,0.19,1.73,-0.77,-2.73,37.01,0.58,1.93,0.04,Buy
1647,0.09,0.19,1.93,-1.16,-0.22,-0.73,0.45,9.65,0.11,Buy
1648,0.09,0.19,1.73,0.0,-0.25,0.42,0.11,6.12,0.06,Buy
1649,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1650,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1651,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1652,-0.14,0.45,1.12,0.3,2.99,11.17,0.65,2.35,0.01,Buy
1653,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1654,0.09,0.19,1.22,-0.25,0.14,2.42,0.81,4.26,0.03,Buy
1655,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1656,0.09,0.19,0.66,0.04,6.45,29.22,1.01,3.64,0.02,Buy
1657,0.09,0.19,3.89,0.14,-0.37,4.04,0.18,1.48,0.02,Buy
1658,0.09,0.19,0.68,0.0,2.95,4.17,0.05,0.7,0.06,Buy
1659,0.09,0.19,1.5,0.14,1.86,73.06,0.7,2.81,0.06,Buy
1660,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1661,0.09,0.19,1.27,-1.59,-3.36,9.59,0.71,6.02,0.06,Buy
1662,0.09,0.19,2.15,-0.71,0.01,2.73,0.17,0.17,0.02,Buy
1663,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1664,0.09,0.19,2.54,0.0,-0.43,0.36,0.15,6.78,0.06,Buy
1665,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1666,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1667,0.07,0.12,0.93,0.19,8.23,23.68,0.96,2.45,0.02,Buy
1668,0.09,0.19,1.73,-0.27,-0.41,2.94,1.31,6.09,0.17,Buy
1669,0.09,0.19,0.52,0.23,3.4,25.26,0.44,0.55,0.0,Buy
1670,0.09,0.19,1.49,0.0,-52.0,-0.22,0.85,10.33,0.06,Buy
1671,0.09,0.19,1.3,0.0,-0.52,0.76,0.36,3.51,0.02,Buy
1672,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1673,0.09,0.19,2.54,0.0,-2.33,2.74,1.03,4.9,0.08,Buy
1674,0.09,0.19,0.78,-2.31,-2.93,5.7,0.78,17.24,0.06,Buy
1675,0.04,0.13,1.73,0.25,1.31,1.7,1.02,1.2,0.02,Buy
1676,0.01,0.44,1.06,-0.11,1.93,17.9,0.88,2.29,0.02,Buy
1677,0.18,0.3,0.8,0.39,10.37,20.24,0.72,1.86,0.01,Buy
1678,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1679,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1680,0.08,0.14,1.73,0.21,2.79,-0.51,0.98,2.92,0.06,Buy
1681,0.09,0.19,1.73,0.0,-1.7,2.39,0.56,0.41,0.01,Buy
1682,0.09,0.19,1.2,0.0,-1.77,1.74,0.82,6.88,0.05,Buy
1683,0.09,0.19,0.6,-0.01,0.16,3.8,0.35,3.77,0.06,Buy
1684,0.09,0.19,1.73,-0.05,0.58,10.76,0.84,6.07,0.03,Buy
1685,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1686,0.09,0.19,1.73,-0.11,-0.23,-12.53,0.17,3.18,0.06,Buy
1687,0.04,0.19,1.27,0.21,10.79,39.26,0.81,1.33,0.02,Buy
1688,0.09,0.19,1.06,-0.6,-0.2,0.93,0.63,2.22,0.06,Buy
1689,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1690,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1691,0.09,0.19,2.6,0.0,2.95,0.33,0.05,2.98,0.03,Buy
1692,0.09,0.19,1.73,0.12,0.36,4.45,0.75,2.72,0.04,Buy
1693,0.09,0.19,1.73,0.0,-0.6,3.14,0.46,7.25,0.06,Buy
1694,0.09,0.19,1.87,0.4,3.17,16.81,0.96,2.09,0.05,Buy
1695,0.09,0.19,1.23,-0.05,0.13,1.63,0.25,8.58,0.05,Buy
1696,0.09,0.53,0.72,0.35,3.86,13.52,1.0,6.72,0.04,Buy
1697,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1698,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1699,0.09,0.19,2.28,0.0,-2.84,1.19,0.14,5.48,0.06,Buy
1700,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1701,0.09,0.19,0.77,0.0,-87.38,1.63,0.46,0.33,0.06,Buy
1702,0.33,0.26,1.73,-0.21,-0.1,4.38,0.93,6.54,0.1,Buy
1703,0.18,0.23,0.83,0.2,7.57,37.84,0.75,3.3,0.02,Buy
1704,0.09,0.19,1.43,-0.0,0.44,0.78,0.87,7.34,0.04,Buy
1705,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1706,0.09,0.19,0.66,0.15,-0.16,9.36,0.93,7.24,0.07,Buy
1707,0.09,0.19,2.35,-0.85,-0.19,1.03,0.1,0.46,0.03,Buy
1708,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1709,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1710,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1711,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1712,0.1,0.09,0.71,0.18,13.12,34.57,0.82,2.47,0.02,Buy
1713,0.09,0.19,1.97,-1.5,-1.99,4.83,0.68,2.44,0.02,Buy
1714,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1715,0.09,0.19,1.75,-0.89,-0.29,-1.18,0.21,7.2,0.04,Buy
1716,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1717,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1718,0.09,0.19,1.73,0.0,-3.2,8.78,0.8,4.26,0.05,Buy
1719,0.03,0.35,1.09,0.24,1.98,-0.85,0.98,5.46,0.05,Buy
1720,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1721,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1722,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1723,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1724,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1725,0.09,0.19,-0.17,0.0,-0.12,0.23,0.3,4.05,0.04,Buy
1726,0.09,0.19,1.73,0.0,-1.29,4.54,0.15,10.1,0.13,Buy
1727,0.09,0.19,0.07,0.0,-1.4,1.72,0.2,1.24,0.02,Buy
1728,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1729,0.09,0.19,1.73,0.0,-0.7,0.42,0.31,0.76,0.02,Buy
1730,0.09,0.19,1.73,0.0,-3.08,8.42,0.91,9.84,0.1,Buy
1731,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1732,0.09,0.19,1.83,0.0,-3.14,5.16,0.06,1.12,0.08,Buy
1733,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1734,0.09,0.19,1.78,-0.74,-2.19,4.83,1.09,11.06,0.1,Buy
1735,0.09,0.29,1.27,0.14,5.5,3.21,0.95,7.78,0.07,Buy
1736,0.09,0.19,0.49,0.15,4.87,128.66,0.37,2.04,0.06,Buy
1737,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1738,0.09,0.19,2.17,0.0,-3.46,7.24,0.82,4.19,0.06,Buy
1739,0.05,0.49,1.81,-0.74,-0.27,-4.72,0.76,2.41,0.04,Buy
1740,0.04,0.32,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1741,0.09,0.19,1.73,0.0,-2.01,-15.26,0.33,4.54,0.04,Buy
1742,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1743,0.1,0.47,1.59,-0.8,32.3,10.04,0.55,1.41,0.08,Buy
1744,0.09,0.19,2.96,0.0,-0.08,0.94,0.12,1.13,0.01,Buy
1745,0.16,0.62,1.39,0.32,4.67,8.47,0.67,0.97,0.01,Buy
1746,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1747,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1748,0.09,0.19,1.73,0.0,-0.61,5.09,0.27,4.43,0.05,Buy
1749,0.09,0.19,0.5,0.14,3.64,42.23,0.94,3.1,0.03,Buy
1750,0.09,0.19,0.89,0.06,2.26,27.83,0.86,3.21,0.01,Buy
1751,0.18,0.3,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1752,0.09,0.18,1.44,0.1,11.44,27.59,0.96,2.19,0.02,Buy
1753,0.06,0.45,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1754,0.09,0.19,1.73,0.0,0.08,0.75,0.02,0.41,0.02,Buy
1755,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1756,0.09,0.19,1.73,0.61,20.25,42.0,0.97,2.88,0.06,Buy
1757,0.09,0.19,1.73,0.05,0.86,-2.77,0.68,2.24,0.04,Buy
1758,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1759,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1760,0.09,0.19,0.74,0.0,-0.48,0.53,0.39,1.43,0.02,Buy
1761,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1762,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1763,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1764,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1765,0.09,0.19,1.48,1.43,0.61,7.22,0.52,1.4,0.01,Buy
1766,0.09,0.19,2.1,0.0,-0.72,1.05,0.63,4.45,0.07,Buy
1767,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1768,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1769,0.09,0.19,0.95,-0.73,0.13,1.09,0.21,2.25,0.09,Buy
1770,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1771,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1772,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1773,0.15,0.47,1.01,-0.52,-0.54,39.1,0.75,5.13,0.05,Buy
1774,0.13,0.21,1.35,0.36,5.41,20.79,0.73,2.61,0.03,Buy
1775,0.09,0.19,1.73,-0.27,-0.1,4.34,0.19,6.12,0.06,Buy
1776,0.09,0.19,1.73,0.0,-2.53,8.26,0.95,6.31,0.1,Buy
1777,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1778,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1779,0.09,0.19,1.17,-1.61,-1.47,-3.94,0.52,7.27,0.19,Buy
1780,0.09,0.19,1.73,0.0,-3.45,-19.9,0.67,2.74,0.01,Buy
1781,0.09,0.19,1.73,0.0,-1.24,5.12,0.64,4.48,0.02,Buy
1782,0.11,0.17,1.83,0.09,2.74,8.79,0.95,3.95,0.05,Buy
1783,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1784,0.09,0.19,2.17,0.0,-1.02,1.22,0.17,5.06,0.03,Buy
1785,0.09,0.19,1.55,0.0,-0.84,2.08,0.31,3.37,0.04,Buy
1786,0.09,0.19,1.84,0.0,-0.31,0.85,0.02,1.37,0.01,Buy
1787,0.09,0.19,0.53,0.0,0.09,1.76,0.18,1.89,0.05,Buy
1788,0.09,0.19,1.73,-0.23,-0.58,3.43,0.71,8.77,0.08,Buy
1789,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1790,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1791,0.09,0.19,1.83,0.02,0.87,5.87,0.8,2.16,0.05,Buy
