,Ticker,Conversations,Headlines,payoutRatio,beta,regularMarketVolume,profitMargins,52WeekChange,forwardEps,bookValue,sharesShort,sharesPercentSharesOut,trailingEps,heldPercentInstitutions,heldPercentInsiders,mostRecentQuarter,nextFiscalYearEnd,shortRatio,enterpriseValue,earningsQuarterlyGrowth,sharesShortPriorMonth,shortPercentOfFloat,pegRatio
216,EVOK,0.0,0.4398727272727272,0.0,1.060869,91383.0,0.0,,-0.31,0.241,988062.0,0.0305,-0.514,0.14050001,0.030539999,1617148800.0,1672444800.0,2.63,31283528.0,,1250961.0,0.0315,-0.1
217,FCAP,0.0,0.2819125,0.2976,-0.035502,2430.0,0.30561,,,32.524,54092.0,0.016,3.27,0.12640001,0.04062,1625011200.0,1672444800.0,8.63,-46126956.0,0.12,58657.0,0.0167,
218,FLDM,0.0,0.3714307692307692,0.0,1.578804,740398.0,-0.38976002,,-0.49,1.64,7589983.0,0.1012,-0.764,0.94163,0.01275,1617148800.0,1672444800.0,4.47,492065184.0,,7647212.0,0.1022,1.07
219,HJLI,0.0,0.5988,0.0,1.496206,227111.0,0.0,,-1.44,5.055,545538.0,0.0641,-4.466,0.21367,0.12666,1625011200.0,1672444800.0,0.32,24473332.0,,152179.0,0.0723,
220,IBRX,0.0,0.6092875,,,856611.0,0.0,,,,9512920.0,0.0248,,0.073070005,0.80977994,1625011200.0,1672444800.0,11.96,4139416064.0,,9383065.0,0.1399,
221,JBSS,0.0,0.3023090909090909,0.1303,0.133152,50724.0,0.06736,,5.26,20.134,373918.0,0.0326,4.991,0.97257006,0.0164,1616630400.0,1656115200.0,12.76,1054818688.0,0.092,374106.0,0.0511,
222,JCS,0.0,0.5336083333333334,,1.111956,26586409.0,-0.08806,,0.15,4.839,156457.0,0.0168,-0.411,0.46157002,0.35159,1617148800.0,1672444800.0,3.86,47969772.0,,119232.0,0.028199999,
223,JOUT,0.0,0.1537428571428571,0.1012,0.929815,19797.0,0.112749994,,8.4,42.208,101725.0,0.0101,7.508,0.76047,0.0833,1617321600.0,1664668800.0,2.89,1003843328.0,0.365,117852.0,0.0189,0.92
224,MARK,0.0,0.06942,0.0,2.982065,596349.0,-1.18435,,-0.11,-0.137,8904614.0,0.089099996,-0.172,0.21552,0.11257,1617148800.0,1672444800.0,3.39,192680512.0,,6770056.0,0.0946,
225,MMAT,0.0,0.3444454545454545,,,21920582.0,0.0,,,,14222162.0,0.0499,,0.06445,0.19,1625011200.0,1672444800.0,0.66,735420160.0,,19821946.0,,
226,NCSM,0.0,0.2792153846153846,0.0,2.105311,2288.0,-0.11670999,,1.4,38.456,4177.0,0.0018000001,-3.989,0.79667,0.10155,1617148800.0,1672444800.0,1.25,88555336.0,,3437.0,0.0063,-0.12
227,NWS,0.0,0.22445,,1.584239,766259.0,-0.00601,,,13.86,1015415.0,0.0017,-0.096,0.36421,0.39437,1617148800.0,1656547200.0,1.92,15658665984.0,,1054942.0,0.0084,
228,POWL,0.0,0.1731571428571428,0.9043,1.275234,60103.0,0.02754,,1.06,24.665,323228.0,0.0277,1.15,0.69495004,0.23287001,1609372800.0,1664496000.0,5.22,276914912.0,,283699.0,0.0423,-9.48
229,PSEC,0.0,0.530953846153846,0.309,0.949435,1705036.0,0.73283994,,0.68,8.963,10052027.0,0.025899999,1.204,0.099309996,0.27886,1617148800.0,1656547200.0,4.29,3153594880.0,,10651912.0,0.0359,2.32
230,RGP,0.0,0.24057,0.71790004,1.013646,86870.0,0.04008,,,,356717.0,0.0107,,0.77089,0.04862,1622246400.0,1685318400.0,1.54,511952864.0,4.716,689155.0,0.0135,1.84
231,SNGX,0.0,0.68315,0.0,1.305978,11407230.0,0.0,,-0.5,0.433,916357.0,0.0229,-0.404,0.1024,0.0287,1617148800.0,1672444800.0,0.95,27191800.0,,1410606.0,0.0229,-2.67
232,TLGT,0.0,0.5354333333333333,0.0,1.694323,10709730.0,-1.9778199,,-0.39,-0.533,2211309.0,0.0238,-4.309,0.13009,0.00039,1625011200.0,1672444800.0,0.58,148858800.0,,622677.0,0.0238,-0.09
233,TRMT,0.0,0.6602399999999999,0.028299998,,6660.0,0.6376,,0.94,10.899,7490.0,0.00090000004,1.069,0.25625,0.01319,1617148800.0,1672444800.0,0.14,218071808.0,-0.055,7445.0,0.0011,
234,TYME,0.0,0.2936785714285714,0.0,0.92738,750710.0,0.0,,-0.2,0.591,3339757.0,0.0194,-0.216,0.089650005,0.33578998,1625011200.0,1680220800.0,0.21,125482824.0,,3185726.0,0.026800001,
235,UFPT,0.0,0.2595818181818182,0.0,0.920652,26172.0,0.07591,,3.05,24.045,81307.0,0.0108,1.8,0.82938004,0.08968,1617148800.0,1672444800.0,3.38,417195072.0,0.07,69617.0,0.0119,
236,WTER,0.0,0.2589749999999999,0.0,1.925,1362686.0,-0.33288,,-0.13,0.025,3570323.0,0.0404,-0.257,0.05337,0.06831,1609372800.0,1648684800.0,3.76,125903208.0,,3953232.0,0.0433,
237,AMCX,0.0,0.246875,0.0,1.257608,579288.0,0.09318,,7.8,15.953,7263022.0,0.172,5.336,1.06539,0.07187,1617148800.0,1672444800.0,15.96,5021641728.0,0.267,6433266.0,0.3669,-0.45
238,CLOV,0.3626583333333332,0.5401944444444444,0.0,,15292178.0,-0.2174,,,,40456716.0,0.0991,,1.06287,0.24400999,1617148800.0,1672444800.0,1.07,2240140544.0,,38695492.0,,-0.33
239,FIZZ,0.0,0.5749857142857142,0.0,1.094674,436444.0,0.16242,,1.92,3.44,5938488.0,0.0636,1.83,0.26993,0.75017,1619827200.0,1682899200.0,18.2,3970383360.0,0.081,5534831.0,0.2547,0.99
240,INVA,0.0,0.3144384615384615,0.0,0.60163,626666.0,0.7365,,1.64,6.257,8927118.0,0.1286,2.27,0.71412003,0.00467,1617148800.0,1672444800.0,13.05,1526126336.0,0.438,8546776.0,0.344,0.48
241,MVST,0.0,0.3295272727272727,,,1475168.0,-0.33587003,,,,4991965.0,0.0166,,0.094639994,0.30909002,1617148800.0,1672444800.0,1.49,641019392.0,,,,
242,PAHC,0.0,0.4538272727272727,0.45279998,0.526086,91569.0,0.0537,,1.24,5.273,1377572.0,0.034,1.09,1.10221,0.00396,1617148800.0,1656547200.0,9.17,1486241536.0,-0.099,1261217.0,0.0943,3.2
243,AAON,0.0,0.3995749999999999,0.26569998,0.532006,144469.0,0.14936,,1.54,7.116,1828450.0,0.0349,1.38,0.71823,0.20797001,1625011200.0,1672444800.0,12.71,3501286400.0,0.158,2102634.0,0.0517,3.97
244,ABTX,0.0,0.2369428571428571,0.1229,1.090371,40901.0,0.32711,,2.76,37.682,231629.0,0.0115,2.942,0.52023,0.06655,1625011200.0,1672444800.0,5.09,313069184.0,1.314,239709.0,0.0145000005,
245,ADMP,0.0,0.4324461538461538,0.0,1.320602,1726905.0,-2.98844,,-0.2,0.037,10950842.0,0.0736,-0.637,0.11051,0.01064,1609372800.0,1672444800.0,2.8,157822432.0,,9228026.0,0.074,
246,ADP,0.0,0.1334695652173913,0.6096,0.745024,1906316.0,0.17317,,6.54,13.319,4216771.0,0.01,5.755,0.80584,0.0014200001,1625011200.0,1688083200.0,2.78,88952340480.0,0.308,4367343.0,0.01,2.97
247,AESE,0.0,0.61012,0.0,1.729107,211716.0,0.0,,-0.16,2.148,944389.0,0.0241,-0.758,0.21285,0.65217,1625011200.0,1672444800.0,2.9,75861632.0,,1068564.0,0.046,
248,ALOT,0.0,0.56328,0.38889998,0.788196,13994.0,0.01107,,0.83,10.477,29870.0,0.0041,0.18,0.55978,0.044460002,1612051200.0,1675123200.0,0.82,120747904.0,,37456.0,0.0043,
249,ALRS,0.0,0.414090909090909,0.1974,0.777837,14567.0,0.22365999,,1.84,19.152,146108.0,0.0085,3.079,0.37787998,0.13184,1625011200.0,1672444800.0,9.61,259563008.0,0.019,167086.0,0.0098,
250,ALTA,0.0,0.3940538461538461,0.24790001,0.940828,114899.0,0.3483,,2.32,18.537,283064.0,0.015,2.22,0.47945,0.38705003,1625011200.0,1672444800.0,3.19,737020032.0,0.228,235389.0,0.015800001,2.25
251,ALTM,0.0,0.40675,0.5703,4.491033,36442.0,0.06953,,4.07,-88.359,185566.0,0.0114,2.63,0.41726002,0.12123,1617148800.0,1672444800.0,3.29,2131830272.0,,175509.0,0.0581,0.98
252,APPF,0.0,0.21766,0.0,1.084782,68918.0,0.49576,,0.57,8.295,972546.0,0.028199999,4.389,0.86746,0.03894,1617148800.0,1672444800.0,6.49,4973131776.0,-0.758,972937.0,0.062,30.42
253,APRE,0.0,0.6017909090909092,0.0,,597974.0,0.0,,-1.99,-59.908,1674495.0,0.079,-26.67,0.57117003,0.23343,1609372800.0,1672444800.0,1.27,9624347.0,,1305931.0,0.282,
254,AROW,0.0,0.2026571428571428,0.3206,0.691048,27114.0,0.36401,,2.86,22.03,108471.0,0.0069999998,2.961,0.44353,0.03503,1625011200.0,1672444800.0,5.13,147275264.0,0.45,110413.0,0.0072000003,1.61
255,ASLE,0.0,0.3338428571428571,0.0,,16499.0,0.16327,,,,611423.0,0.014199999,,0.77728,0.19849001,1625011200.0,1672444800.0,18.18,519238304.0,,739702.0,0.0638,
256,ATXI,0.0,0.2507142857142857,0.0,0.602288,29523.0,0.0,,-0.26,0.088,307979.0,0.0184,-0.297,0.067140006,0.60398996,1617148800.0,1672444800.0,1.46,24469466.0,,358136.0,0.0464,
257,AXDX,0.0,0.2464142857142857,0.0,1.901559,169258.0,0.0,,-1.2,-1.114,8057177.0,0.131,-1.425,0.40137002,0.45144,1625011200.0,1672444800.0,66.02,470826848.0,,7836676.0,0.22950001,-0.14
258,BANF,0.0,0.4358166666666667,0.3084,1.436256,216976.0,0.32678002,,3.75,33.404,785031.0,0.0239,3.593,0.44679,0.4112,1625011200.0,1672444800.0,8.68,-1690134912.0,1.325,749224.0,0.0464,1.59
259,BBBY,0.0,0.3482133333333334,0.0,1.864981,2290671.0,0.010190001,,2.1,11.749,22055019.0,0.21100001,-1.241,1.05501,0.013940001,1622246400.0,1677456000.0,9.87,4904205824.0,,21274263.0,0.45049998,0.21
260,BCBP,0.0,0.2734916666666667,0.32369998,0.620763,26755.0,0.31426,,1.55,13.301,57860.0,0.0034,1.415,0.36963,0.1129,1625011200.0,1672444800.0,0.88,137403936.0,1.953,82635.0,0.004,0.88
261,BFC,0.0,0.2158833333333334,0.14829999,0.369015,9771.0,0.40993,,4.75,39.259,232068.0,0.030199999,5.524,0.27717,0.14472,1625011200.0,1672444800.0,29.73,348002080.0,0.392,220553.0,0.0327,
262,BHF,0.0,0.2677904761904762,0.0,1.563053,715834.0,0.0,,13.36,172.925,2666385.0,0.0311,-73.198,0.85632,0.0061500003,1617148800.0,1672444800.0,4.53,6119057408.0,,2806752.0,0.0402,0.09
263,BKCC,0.0,0.37168,1.1111,1.77192,820227.0,0.59494,,0.36,4.351,483604.0,0.0064999997,-0.399,0.36584,0.01377,1625011200.0,1672444800.0,1.93,484417856.0,,560174.0,0.0075,4.6
264,BKEP,0.0,0.5614333333333333,2.0,2.392391,80678.0,0.60088,,0.0,9.278,81135.0,0.002,1.017,0.29490998,0.08607,1617148800.0,1672444800.0,0.4,-121810200.0,,131690.0,0.0021,
265,BLBD,0.0,0.09551,0.0,1.347282,102212.0,0.014359999,,1.69,-1.937,651471.0,0.024,0.406,0.92658997,0.02224,1617408000.0,1664755200.0,4.07,880432320.0,,606517.0,0.041500002,3.24
266,BLCM,0.0,0.5076777777777778,0.0,1.742934,200741.0,0.0,,-2.93,-1.546,1076118.0,0.12810001,-3.493,0.21549,0.0058899997,1617148800.0,1672444800.0,6.26,18060662.0,,1096234.0,0.1284,
267,BOCH,0.0,0.3071619047619048,0.2056,0.692934,33261.0,0.31009,,1.05,10.581,603298.0,0.0357,1.08,0.62292,0.07019,1617148800.0,1672444800.0,7.34,179531264.0,4.371,529263.0,0.0382,1.83
268,BSBK,0.0,0.0895230769230769,0.0,,1296.0,0.40846002,,,,174972.0,0.0121,,0.13241,0.60409,1617148800.0,1672444800.0,8.85,123210520.0,,125003.0,0.0307,
269,CACC,0.0,0.8207923076923076,0.0,1.204347,128261.0,0.53398997,,34.02,139.397,1865575.0,0.1109,40.019,0.75181997,0.30003,1617148800.0,1672444800.0,20.72,12115414016.0,,1864337.0,0.2485,0.64
270,CBFV,0.0,0.1987083333333333,,0.823721,7646.0,-0.16846001,,1.77,24.617,26884.0,0.0049,-1.588,0.30741,0.12641,1617148800.0,1672444800.0,0.6,-54329740.0,2.68,126590.0,0.0055,1.65
271,CBRL,0.0,0.3328785714285714,0.1272,1.478237,243078.0,0.096049994,,8.26,25.653,1613082.0,0.068,2.015,0.81372,0.010980001,1619740800.0,1659225600.0,4.27,4392861184.0,,1575651.0,0.089099996,0.4
272,CBSH,0.0,0.0962,0.2908,0.973369,510675.0,0.32966998,,3.54,28.238,3171971.0,0.0271,3.601,0.69892997,0.033099998,1617148800.0,1672444800.0,7.34,7281465344.0,1.526,3516912.0,0.0299,-1.87
273,CBTX,0.0,0.34075,0.3675,1.039873,17194.0,0.22969,,1.57,22.312,344642.0,0.0139999995,1.169,0.37692,0.25225002,1617148800.0,1672444800.0,10.4,140734480.0,0.329,325238.0,0.0189,
274,CCBG,0.0,0.1392333333333333,0.28370002,0.834061,27031.0,0.15853,,1.82,19.252,443856.0,0.026300002,2.19,0.46671,0.23883,1625011200.0,1672444800.0,13.78,-350670848.0,-0.188,590620.0,0.0332,1.85
275,CFBK,0.0,0.298,0.0117,0.79774,1513.0,0.36718,,2.41,17.552,873.0,0.0001,4.994,0.42741,0.15958,1625011200.0,1672444800.0,0.17,84033776.0,-0.653,4009.0,0.0002,
276,CFFN,0.0,0.0757538461538461,0.59650004,0.280434,475780.0,0.36655998,,0.51,9.437,3915651.0,0.028199999,0.564,0.78018,0.071550004,1617148800.0,1664496000.0,8.41,3068908032.0,3.781,3760554.0,0.0476,4.31
277,CHCO,0.0,0.5102875,0.43310001,0.623503,47832.0,0.38091,,4.57,43.99,479702.0,0.0309,5.016,0.64488,0.05133,1625011200.0,1672444800.0,5.84,864553600.0,0.214,424394.0,0.0436,1.87
278,CLBK,0.0,0.29166,0.0,0.365988,238292.0,0.28358,,0.7,9.433,1911003.0,0.0176,0.658,0.189,0.63757,1617148800.0,1672444800.0,14.08,2222324992.0,2.111,1872627.0,0.048600003,
279,CLNE,0.0,0.6691066666666666,0.0,1.863982,5845535.0,-0.06624,,0.04,2.563,15753889.0,0.070700005,-0.101,0.39736998,0.23169,1617148800.0,1672444800.0,0.84,1462032384.0,,14236996.0,0.09810001,17.82
280,CLVS,0.0,0.4152083333333333,0.0,1.651086,5840843.0,-2.10084,,-1.2,-2.114,30812729.0,0.2947,-3.636,0.50415003,0.01836,1617148800.0,1672444800.0,7.42,1118538880.0,,30460876.0,0.3023,-0.03
281,CNDT,0.0,0.2604466666666666,0.0,1.926642,1760250.0,-0.01932,,0.64,5.499,4210425.0,0.0198,-0.429,0.76928,0.046079997,1617148800.0,1672444800.0,4.3,3031578624.0,,4893443.0,0.024300002,-0.46
282,CNFR,0.0,0.1499083333333333,0.0,1.124456,14650.0,0.0063300002,,0.12,3.819,2860.0,0.00029999999,0.065,0.082650006,0.4465,1617148800.0,1672444800.0,0.24,48463936.0,,3553.0,0.0011999999,-0.2
283,CNXN,0.0,0.1625272727272727,0.0,0.741304,29879.0,0.020299999,,2.96,24.737,330570.0,0.0126,1.95,0.43338,0.58037996,1617148800.0,1672444800.0,6.23,1151406080.0,-0.316,425038.0,0.0301,2.39
284,COHR,0.0,0.343225,0.0,1.594943,103033.0,-0.085039996,,8.76,32.495,2216269.0,0.090299994,-6.561,0.91497004,0.01511,1625270400.0,1664755200.0,10.07,6342287872.0,,1887872.0,0.091000006,4.99
285,COLB,0.0,0.32555,0.4148,0.922826,217671.0,0.3343,,2.4,32.1,1701904.0,0.023699999,2.698,0.90775,0.00535,1617148800.0,1672444800.0,6.35,2004548224.0,2.545,1619626.0,0.032,1.64
286,CRWS,0.0,0.1976,0.4,0.945108,16814.0,0.07681,,0.81,4.187,21609.0,0.0022,0.599,0.42129,0.13042,1616889600.0,1679961600.0,1.36,83280880.0,-0.852,21842.0,0.0025,2.0
287,DFFN,0.0,0.5516272727272727,0.0,1.589771,616727.0,0.0,,-0.19,0.526,1742182.0,0.0171,-0.276,0.11452,0.00179,1617148800.0,1672444800.0,0.89,9552702.0,,1005079.0,0.0171,
288,DFH,0.0,0.6185857142857143,0.0,,548240.0,0.053439997,,,,1461866.0,0.015800001,,0.22612,0.8571,1617148800.0,1672444800.0,12.01,2547067136.0,1.45,1048560.0,0.081499994,0.29
289,DHC,0.0,0.4844499999999999,,1.382463,899093.0,-0.15107,,,,7512710.0,0.0315,,0.80891,0.01334,1625011200.0,1672444800.0,6.65,4455174656.0,,7991013.0,0.0456,-1.24
290,DISCK,0.0,0.6974899999999999,0.0,1.381521,6614902.0,0.09109,,3.27,16.5,15138860.0,0.03,1.117,0.90616995,0.04656,1617148800.0,1672444800.0,2.13,33583382528.0,-0.629,13571543.0,0.0538,0.52
291,DSPG,0.0,0.5912714285714287,0.0,0.930069,361797.0,-0.03948,,0.39,6.559,739379.0,0.0308,-0.24,0.86369,0.077470005,1625011200.0,1672444800.0,5.29,341959488.0,,672531.0,0.039300002,8.03
292,EBSB,0.0,0.3780153846153845,0.2252,1.061413,67937.0,0.38472,,1.45,15.697,1002742.0,0.0191,1.522,0.67666,0.09894,1617148800.0,1672444800.0,2.32,586039616.0,0.874,730721.0,0.0254,1.09
293,EGBN,0.0,0.6084555555555556,0.1701,1.152339,101309.0,0.45843,,4.51,39.45,772156.0,0.0242,4.754,0.75705004,0.02398,1625011200.0,1672444800.0,4.92,732528960.0,0.663,748087.0,0.033,1.48
294,ESSA,0.0,0.2654153846153846,0.2848,0.517391,5721.0,0.26331,,1.52,19.795,238148.0,0.0223,1.58,0.45229,0.15189,1617148800.0,1664496000.0,9.07,-144473136.0,0.274,165021.0,0.0273,
295,ESXB,0.0,0.4323315789473685,0.23709999,1.265734,32377.0,0.3515,,0.77,7.762,28378.0,0.0013,0.94,0.56113,0.03323,1625011200.0,1672444800.0,0.28,205381904.0,0.304,18433.0,0.0013,
296,EXPD,0.0,0.4501222222222222,0.2068,0.785326,1456316.0,0.0744,,5.16,17.03,3385026.0,0.02,5.033,0.96911,0.00632,1617148800.0,1672444800.0,2.29,19788558336.0,1.348,3312608.0,0.025899999,5.38
297,EZPW,0.0,0.1755499999999999,0.0,1.478764,366432.0,-0.08401,,0.35,11.952,5443480.0,0.0979,-1.184,0.90791,0.042940002,1609372800.0,1664496000.0,13.79,473860832.0,2.473,5434105.0,0.1424,5.5
298,FARO,0.0,0.2271466666666666,0.0,1.3625,62013.0,0.040689997,,2.23,19.322,335236.0,0.0185,0.68,1.04258,0.00767,1617148800.0,1672444800.0,3.13,1255382400.0,,325199.0,0.0253,3.11
299,FBRX,0.0,0.4696833333333332,0.0,,2530169.0,0.0,,,,1722315.0,0.1223,,0.62488997,0.26543,1625011200.0,1672444800.0,7.78,20445028.0,,1396936.0,0.1676,
300,FCEL,0.0,0.4395363636363637,0.0,5.003227,213616204.0,-1.5345199,,-0.19,0.958,44533241.0,0.1381,-0.375,0.37747002,0.041160002,1619740800.0,1667174400.0,2.43,2054056448.0,,44909687.0,0.1381,-1.43
301,FCRD,0.0,0.2699272727272728,0.292,1.79076,39712.0,1.3416001,,,,58569.0,0.0019,,0.35791,0.07069,1617148800.0,1672444800.0,1.29,298025120.0,,61114.0,0.0023999999,2.32
302,FFBC,0.0,0.2813875,0.5169,1.209782,332914.0,0.29031,,1.77,23.164,1717204.0,0.0177,1.78,0.75303,0.02053,1617148800.0,1672444800.0,5.71,2923877376.0,0.653,1979556.0,0.024300002,1.09
303,FFIN,0.0,0.1141272727272727,0.33330002,0.902717,518555.0,0.44682,,1.44,11.782,5748026.0,0.0404,1.56,0.60353,0.04188,1617148800.0,1672444800.0,13.26,6301785088.0,0.529,6028705.0,0.0508,3.04
304,FHB,0.0,0.05955,0.4976,1.303926,758695.0,0.36881,,1.74,20.683,6466267.0,0.0499,1.57,1.03369,0.00656,1625011200.0,1672444800.0,10.95,1835122688.0,3.326,6280193.0,0.0773,16.75
305,FLNT,0.0,0.2148538461538461,0.0,2.907608,127087.0,-0.01477,,0.21,2.715,2118363.0,0.0271,-0.062,0.29792,0.48054,1617148800.0,1672444800.0,5.08,255727344.0,,1921316.0,0.0493,-0.63
306,FMAO,0.0,0.0776555555555555,0.36099997,0.317736,3950.0,0.28192,,1.96,22.22,121866.0,0.0109,1.872,0.21892999,0.09825,1625011200.0,1672444800.0,1.18,121808136.0,0.037,348233.0,0.0121,
307,FNWB,0.0,0.0985272727272727,0.1575,1.004841,19983.0,0.21101,,,20.019,87715.0,0.0086,1.358,0.547,0.20663,1625011200.0,1672444800.0,5.28,224690656.0,0.516,96821.0,0.0101,
308,FRBK,0.0,0.1018916666666666,0.0,1.388043,112785.0,0.093339995,,0.12,5.238,6410591.0,0.1089,0.183,0.74397004,0.0954,1617148800.0,1672444800.0,32.31,129742896.0,,6220684.0,0.12529999,
309,FTEK,0.0,0.4612083333333333,0.0,5.895108,284776.0,-0.055159997,,0.1,1.537,1043921.0,0.0345,-0.057,0.26378,0.22418,1617148800.0,1672444800.0,0.69,37869376.0,,490962.0,0.045100003,-2.23
310,FULT,0.0,0.3543363636363636,0.39259997,0.868725,929092.0,0.25428,,1.22,14.994,3480703.0,0.0214,1.352,0.65182996,0.00913,1617148800.0,1672444800.0,3.86,2449753344.0,1.805,3782576.0,0.0247,1.35
311,GABC,0.0,0.2598833333333333,0.2989,0.79076,32459.0,0.34087002,,2.51,23.25,427953.0,0.0161,2.611,0.45566002,0.07495,1617148800.0,1672444800.0,9.11,810012288.0,0.568,415752.0,0.0175,1.39
312,GAIN,0.0,0.6106333333333331,0.31120002,1.544759,69678.0,1.40046,,0.83,11.515,442609.0,0.013300001,1.28,0.14542,0.02227,1625011200.0,1680220800.0,4.32,714741312.0,1207.692,380153.0,0.0137,7.9
313,GBDC,0.0,-0.0253666666666666,2.0047998,0.719801,475137.0,0.34737,,1.17,14.601,1036124.0,0.0062,0.649,0.45042,0.06894,1609372800.0,1664496000.0,1.74,4905634816.0,1.007,1005147.0,0.0078,0.83
314,GECC,0.0,0.26158125,0.5801,2.028042,176232.0,0.64918,,0.4,3.894,532013.0,0.0226,0.849,0.26032,0.2749,1617148800.0,1672444800.0,4.21,171136640.0,,510551.0,0.0312,
315,GLAD,0.0,0.2728777777777778,0.4239,1.456474,123545.0,1.1743599,,0.79,8.111,265967.0,0.007900001,1.847,0.120900005,0.03675,1617148800.0,1664496000.0,1.43,604491520.0,,357374.0,0.0083,1.84
316,GRPN,0.0,0.3641941176470588,0.0,2.877173,931204.0,-0.04581,,3.28,3.732,3204778.0,0.1101,-10.067,0.67816,0.19787,1617148800.0,1672444800.0,5.19,1242574336.0,,3540731.0,0.1447,-1.25
317,HA,0.0,0.2517333333333333,0.0,2.368449,630002.0,-0.39885,,1.23,11.975,2904571.0,0.056700002,-9.096,0.79747003,0.0222,1625011200.0,1672444800.0,2.35,1558628608.0,,3148214.0,0.0684,0.08
318,HMHC,0.0,0.3973,0.0,1.371739,440859.0,-0.18120001,,-0.34,0.38,5748190.0,0.045100003,-1.476,0.88704,0.0104600005,1617148800.0,1672444800.0,4.4,2008874752.0,,4286287.0,0.0523,-90.93
319,HOPE,0.0,0.4743888888888888,0.5385,1.661956,720354.0,0.28757,,1.55,16.566,2877252.0,0.0233,1.041,0.86296,0.04678,1617148800.0,1672444800.0,4.31,2157947904.0,0.683,3132758.0,0.032899998,1.06
320,HRZN,0.0,0.3547923076923076,2.069,1.087143,69666.0,0.24232,,1.34,11.073,639525.0,0.0319,0.719,0.097670004,0.0167,1625011200.0,1672444800.0,5.59,536913088.0,-0.151,702996.0,0.0325,2.7
321,HTBI,0.0,0.35136,0.1852,0.667934,104655.0,0.1887,,1.83,24.622,176175.0,0.0106,1.612,0.59327,0.09661,1617148800.0,1656547200.0,3.15,538060544.0,5.596,175578.0,0.0117,1.81
322,ICMB,0.0,0.4195666666666666,1.1538,2.652717,36268.0,0.25642002,,0.99,10.151,21181.0,0.0015,-0.332,0.40437,0.01678,1617148800.0,1656547200.0,0.61,214405120.0,,7864.0,0.0027,
323,IDRA,0.0,0.3325249999999999,0.0,1.816304,463887.0,0.0,,-0.57,0.909,3703599.0,0.074,-3.555,0.19726999,0.22619,1617148800.0,1672444800.0,3.51,35632608.0,12.127,3704408.0,0.094,
324,INFN,0.0,0.2076333333333332,0.0,1.19076,1519044.0,-0.11486,,0.39,2.117,25609695.0,0.1249,-1.1,0.9444,0.01952,1616803200.0,1672012800.0,13.13,2427907328.0,,25576229.0,0.174,-30.07
325,INGN,0.0,-0.09946,0.0,0.941904,405752.0,-0.00727,,-0.23,15.916,611368.0,0.027,-0.23,0.94945997,0.01472,1625011200.0,1672444800.0,2.91,1126580608.0,0.978,379008.0,0.0577,-16.48
326,INOV,0.0,0.3750222222222223,0.0,0.588586,1057722.0,0.0484,,0.94,4.679,3770760.0,0.0242,0.217,0.70391,0.04205,1617148800.0,1672444800.0,8.66,6027482112.0,,3537881.0,0.0504,2.58
327,INTC,0.4419710000000001,0.3006379310344827,0.30110002,0.592248,21638677.0,0.23906,,4.57,19.764,58851153.0,0.0145000005,4.456,0.64966005,0.0007,1624665600.0,1672012800.0,3.22,228980883456.0,-0.009,54501589.0,0.0145000005,1.12
328,INTZ,0.0,0.11688,0.0,0.98913,203578.0,-1.49131,,0.8,0.688,1940377.0,0.1101,-0.64,0.26334,0.49405,1617148800.0,1672444800.0,3.94,237831488.0,,1847592.0,0.1852,
329,IRBT,0.0,0.2742,0.0,1.275,457792.0,0.11203,,5.25,29.16,5264265.0,0.1874,5.996,0.91501,0.019299999,1617408000.0,1672617600.0,11.14,2167040512.0,,4754626.0,0.317,1.69
330,JAKK,0.0,0.2364647058823529,0.0,2.809239,126070.0,-0.04937,,0.6,-1.191,37712.0,0.0058999998,-6.534,0.21669,0.32059,1617148800.0,1672444800.0,0.15,179677856.0,,129656.0,0.008,1.06
331,KLXE,0.0,0.4750666666666667,0.0,3.409786,191287.0,-0.44237,,-5.78,-0.477,569869.0,0.0645,-16.956,0.26716998,0.56604,1619740800.0,1675123200.0,3.43,301634720.0,,531859.0,0.104499996,
332,KRMD,0.0,0.6352666666666666,0.0,0.469518,72372.0,-0.1262,,,,2053904.0,0.0462,,0.59742,0.11318,1617148800.0,1672444800.0,7.31,165181376.0,,1691214.0,0.088999994,
333,LAZY,0.0,0.2849583333333333,0.0,1.994311,356632.0,0.035639998,,2.12,10.574,760595.0,0.070700005,1.557,0.68921995,0.03728,1609372800.0,1672444800.0,5.92,476287264.0,,683291.0,0.1234,0.33
334,LGIH,0.0,0.27658125,0.0,1.572361,178689.0,0.14536001,,15.65,48.874,2063460.0,0.0828,15.056,0.8928,0.10792,1617148800.0,1672444800.0,7.97,4436349440.0,1.326,2159113.0,0.1116,0.64
335,LHDX,0.0,0.2329571428571428,0.0,,372601.0,0.0,,,,1100281.0,0.0286,,0.50057,0.02444,1617148800.0,1672444800.0,1.09,10718404.0,,620129.0,0.0692,
336,LILA,0.0,0.5666166666666667,0.0,1.479325,276464.0,-0.00494,,0.63,12.004,611771.0,0.0026,-2.019,0.78256,0.07334,1625011200.0,1672444800.0,3.47,11810522112.0,,602470.0,0.0135,
337,LILAK,0.0,0.56044,0.0,1.479325,1825045.0,-0.00494,,0.54,11.698,3937867.0,0.016900001,-3.514,0.79159,0.07186,1625011200.0,1672444800.0,7.32,11810522112.0,,4473427.0,0.0254,0.14
